messy_vendor,matched_vendor,score,method,counterparty,location
John Blewett Inc.,John Blewett Inc 5331,86.48648648648648,global,NJTIN,
Albuquerque Bernali,Albuquerque Bernalillo County,79.16666666666666,constrained,NMAIR - 3720 Spirit Dr SE,NMAIR - 3720 Spirit Dr SE
Albuquerque Bernalillo,Albuquerque Bernalillo County,86.27450980392157,constrained,NMAIR - 3720 Spirit Dr SE,NMAIR - 3720 Spirit Dr SE
Albuquerque Bernalillo County,Albuquerque Bernalillo County,100.0,constrained,NMAIR - 3720 Spirit Dr SE,NMAIR - 3720 Spirit Dr SE
Alamo Disposal,ALAMO DISPOSAL,100.0,constrained,NMALA - 3530 N White Sands,NMALA - 3530 N White Sands
WASTEOLOGY/UPS,Wasteology,86.95652173913044,global,NMALB - 2401 Comanche Rd NE,NMALB - 2401 Comanche Rd NE
City of Hobbs,"CITY OF HOBBS, NM",89.65517241379311,constrained,NMHOB - 2020 W Marland Blvd,NMHOB - 2020 W Marland Blvd
Trash Eaters LLC,Trash Eaters LLC,100.0,global,NMHOB - 2020 W Marland Blvd,NMHOB - 2020 W Marland Blvd
CITY OF LAS CRUCES,"City of Las Cruces, NM",92.3076923076923,constrained,NMLAS - 412 N Seventeenth St,NMLAS - 412 N Seventeenth St
South Central Solid Waste,South Central Solid Waste Authority,83.33333333333334,constrained,NMLAS - 412 N Seventeenth St,NMLAS - 412 N Seventeenth St
CITY OF SOCORRO,"City of Socorro, NM",90.9090909090909,global,NMSOC - 0,
WASTE CONNECTIONS BAYOU INC,Waste Connections - Bayou 6170,83.63636363636364,constrained,NOL - 5450 Mounes St,NOL - 5450 Mounes St
Clackamas Garbage,"Clackamas Garbage Co., Inc",82.92682926829268,constrained,NOR - 7373 Se Milwaukie Expy,NOR - 7373 Se Milwaukie Expy
COMPACTOR RENTALS OF AMERICA,Compactor Rentals of America,100.0,constrained,NVACC - 4990 Aircenter Cir,NVACC - 4990 Aircenter Cir
Ely Disposal,ELY DISPOSAL,100.0,constrained,NVELI - 780 Ave F,NVELI - 780 Ave F
Wild Lake Disposal,"WALKER LAKE DISPOSAL, INC",76.19047619047619,constrained,NVFAL - 4965 Golden Cir,NVFAL - 4965 Golden Cir
VIE\nWESTERN ELITE,Western Elite,86.66666666666667,constrained,NVLAS - 740 N M.L.K. Blvd,NVLAS - 740 N M.L.K. Blvd
DOUGLAS DISPOSAL INC,Douglas Disposal Inc,100.0,constrained,NVMDN - MINDEN NV,NVMDN - MINDEN NV
Douglas Disposal Inc.,Douglas Disposal Inc,100.0,constrained,NVMDN - MINDEN NV,NVMDN - MINDEN NV
NORTH LAS VEGAS,"City of North Las Vegas, NV",73.17073170731707,constrained,NVNOV - 2855 E Lone Mountain Rd,NVNOV - 2855 E Lone Mountain Rd
CRAM-A-,Cram-A-Lot,76.92307692307692,constrained,NVSTE - 12055 Sage Point Ct,NVSTE - 12055 Sage Point Ct
Omega Waste Management Inc.,Waste Management - National,74.50980392156863,constrained,NVSTE - 12055 Sage Point Ct,NVSTE - 12055 Sage Point Ct
BASIN HAULAGE,Basin Haulage,100.0,constrained,NY600 - 37 52 82ND St,NY600 - 37 52 82ND St
BASIN\nHAULAGE,Basin Haulage,92.3076923076923,constrained,NY600 - 37 52 82ND St,NY600 - 37 52 82ND St
SERVICES LLC,C&C Services,86.95652173913044,global,NYACO - 48 Kelly Rd,NYACO - 48 Kelly Rd
"EDWARD ARNOLD SCRAP PROCESSORS, INC.","Edward Arnold Scrap Processors, Inc",100.0,global,NYALL Recycling,
CHRIS RIZZO TRUCKING INC.,CHRIS RIZZO TRUCKING INC,100.0,constrained,NYAMS - 4 Van Rd,NYAMS - 4 Van Rd
BLUE\nDIAMOND\nDISPOSAL,BLUE DIAMOND DISPOSAL,90.47619047619048,constrained,NYCHT - 1 Black Meadow Rd,NYCHT - 1 Black Meadow Rd
WESTBURY PAPER STOCK CORP.,Westbury Paper Stock Corp,100.0,constrained,NYEGW - 200 Executive Dr e,NYEGW - 200 Executive Dr e
"WASTE CONNECTIONS OF NEW YORK, INC.",Waste Connections - New York,88.13559322033898,constrained,NYFOS - Foster Ave/Parking Lot,NYFOS - Foster Ave/Parking Lot
Suburban Disposal,Suburban Disposal,100.0,constrained,NYHEN - 947 Lehigh Station Rd,NYHEN - 947 Lehigh Station Rd
SUBURBAN OSAL,Suburban Disposal,86.66666666666667,constrained,NYHEN - 947 Lehigh Station Rd,NYHEN - 947 Lehigh Station Rd
COUNTY WASTE - CLIFTON PARK,Waste Connections - County Waste - Clifton Park,73.52941176470588,constrained,NYHMN - 4 Liebich Ln,NYHMN - 4 Liebich Ln
COUNTY WASTE- CLIFTON PARK,Waste Connections - County Waste - Clifton Park,73.52941176470588,constrained,NYHMN - 4 Liebich Ln,NYHMN - 4 Liebich Ln
COUNTY WASTE - ULSTER,Tri County Waste,85.71428571428572,global,NYHUD - 319 NY-66,NYHUD - 319 NY-66
Bsin Haulage,Basin Haulage,96.0,constrained,NYJER - 200 Robbins Ln b2,NYJER - 200 Robbins Ln b2
City Waste Services,BFI Waste Services,86.48648648648648,global,NYJIC - 150-20 132nd Ave,NYJIC - 150-20 132nd Ave
Liberty Ashes,"Liberty Ashes, Inc",86.66666666666667,constrained,NYJIC - 150-20 132nd Ave,NYJIC - 150-20 132nd Ave
LIBERTY ASHES INC.,"Liberty Ashes, Inc",100.0,constrained,NYJIC - 150-20 132nd Ave,NYJIC - 150-20 132nd Ave
"City Waste Services of New York, Inc.",City Waste Services of New York,93.93939393939394,constrained,NYKEN - Cargo Plaza Rd,NYKEN - Cargo Plaza Rd
Royal Carting,Royal Carting Service Co,70.27027027027026,constrained,NYKIN - 300 Memorial Dr,NYKIN - 300 Memorial Dr
ROYAL Carting,Royal Carting Service Co,70.27027027027026,constrained,NYKIN - 300 Memorial Dr,NYKIN - 300 Memorial Dr
Thompson Sanitation Corp,Thompson Sanitation Corp,100.0,constrained,NYLIB - 20 Queen Mountain Rd,NYLIB - 20 Queen Mountain Rd
BORO WIDE,BOROWIDE,94.11764705882352,global,NYLIC,
BORO BW WIDE,BOROWIDE,80.0,constrained,NYLIC - Conveyor Recycling,NYLIC - Conveyor Recycling
Wasteaway Dumpster Service,WasteAway Dumpster Service of WNY,88.13559322033898,global,NYLOC - 68 Simonds St,NYLOC - 68 Simonds St
Wasteway Dumpster Service,WasteAway Dumpster Service of WNY,86.20689655172413,global,NYLOC - 68 Simonds St,NYLOC - 68 Simonds St
BORO? WIDE,BOROWIDE,94.11764705882352,constrained,NYMAS - 46-05 56th Rd,NYMAS - 46-05 56th Rd
BOROM WIDE,BOROWIDE,88.88888888888889,constrained,NYMAS - 46-05 56th Rd,NYMAS - 46-05 56th Rd
Borowide Recycling,Borowide Recycling,100.0,global,NYMAS - 46-05 56th Rd,NYMAS - 46-05 56th Rd
PK Metals,PK Metals,100.0,global,NYMAS - 46-05 56th Rd,NYMAS - 46-05 56th Rd
TOWN OF BABYLON,"Town of Babylon, NY",90.9090909090909,constrained,NYMEL - 75 Smith St,NYMEL - 75 Smith St
"Magenta Construction Services, Inc.","Magenta Construction Services, Inc.",100.0,constrained,NYMTV - Conveyor Recycling,NYMTV - Conveyor Recycling
Jamaica Ash & Rubbish Removal Co. Inc,JAMAICA ASH RUBBISH REMOVAL CO,93.75,constrained,NYNAS - 300 Oak St,NYNAS - 300 Oak St
Thomas Trash Service,Thomas Trash Service & Excavating,78.43137254901961,constrained,NYPAM - 22964 Lucas Dr,NYPAM - 22964 Lucas Dr
asella\nCASELLA MAJOR ACCOUNTS SERVICES LLC,Casella Major Accounts Services LLC,90.9090909090909,global,NYPLB - 214 Banker Rd,NYPLB - 214 Banker Rd
sella CASELLA MAJOR ACCOUNTS SERVICES LLC,Casella Major Accounts Services LLC,92.10526315789474,global,NYPOT - 21 Hatch Rd,NYPOT - 21 Hatch Rd
ROYAL Carting Service,Royal Carting Service Co,93.33333333333333,constrained,NYPOU - 41 Firemens Way,NYPOU - 41 Firemens Way
SUBURBAN DISPOSAL,Suburban Disposal,100.0,constrained,NYROC - 75 Nassau St,NYROC - 75 Nassau St
BUTLER DISPOSAL SYSTEMS,Butler Disposal Systems Inc,92.0,global,NYSCU,
Butler Disposal Systems,Butler Disposal Systems Inc,92.0,constrained,NYSCU - 6956 Schuyler Rd,NYSCU - 6956 Schuyler Rd
2024 Carlo Minuto Carting Company Inc.,"Carlo Minuto Carting Company, Inc",92.7536231884058,constrained,NYSPV - 31 Murray Hill Dr,NYSPV - 31 Murray Hill Dr
METALS,PK Metals,80.0,constrained,NYSUF - Metal Drop Box Recycling,NYSUF - Metal Drop Box Recycling
Empire\nRecycling Corporation,Empire Recycling Corporation,96.42857142857143,global,NYSYR,
BUTLER DISPOSAL SYSTEMS INC,Butler Disposal Systems Inc,100.0,constrained,NYSYR - 6975 Northern Blvd,NYSYR - 6975 Northern Blvd
ANCHOR CARTING,Anchor Carting,100.0,constrained,NYYON - 555 Tuckahoe Rd,NYYON - 555 Tuckahoe Rd
GEODOM CARTING CORP\nANCHOR\nTING,Geodom Carting Corporation,84.21052631578947,constrained,NYYON - 555 Tuckahoe Rd,NYYON - 555 Tuckahoe Rd
GREG'S HAULING,Greg's Hauling,100.0,constrained,OH29 Urbana,OH29 Urbana
City Scrap,City Scrap & Salvage,71.42857142857143,constrained,OHAKR - 1635 Industrial Pkwy,OHAKR - 1635 Industrial Pkwy
Maharg,Maharg,100.0,constrained,OHCEL - 1851 Industrial Dr,OHCEL - 1851 Industrial Dr
AUTO PARTS & RECYCLING,Miamitown Auto Parts & Recycling,80.0,constrained,OHCGE - 500 Gest St,OHCGE - 500 Gest St
Pete & Pete Container service,"Pete & Pete Container Service, Inc",93.10344827586206,constrained,OHCGF - UPS - CLE Gateway,OHCGF - UPS - CLE Gateway
ROYAL OAKRECYCLING,Royal Oak Recycling,97.2972972972973,constrained,OHCLE - 4300 E 68th St,OHCLE - 4300 E 68th St
Miamitown AUTO PARTS & RECYCLING,Miamitown Auto Parts & Recycling,100.0,constrained,OHDAY - 1308 Brandt Pike,OHDAY - 1308 Brandt Pike
"Werlor, Inc.","Werlor, Inc",100.0,constrained,OHDEF - 820 Carpenter Rd,OHDEF - 820 Carpenter Rd
MIAMITOWN AUTO PARTS & RECYCLING INC,Miamitown Auto Parts & Recycling,93.75,global,ohham,
SIL SILVERBACK HAULERS,Silverback Haulers LLC,90.9090909090909,global,OHHAM - 1951 Logan Ave,OHHAM - 1951 Logan Ave
SILVERBACK HAULERS,Silverback Haulers LLC,90.0,global,OHHAM - 1951 Logan Ave,OHHAM - 1951 Logan Ave
Silverback Haulers,Silverback Haulers LLC,90.0,global,OHHAM - 1951 Logan Ave,OHHAM - 1951 Logan Ave
Silverback Haulers LLC,Silverback Haulers LLC,100.0,global,OHHAM - 1951 Logan Ave,OHHAM - 1951 Logan Ave
STARGATE METALS,"Stargate Metals, LLC",88.23529411764706,constrained,OHLAN - Conveyor Recycling,OHLAN - Conveyor Recycling
OHIO VALLEY WASTE SERVICE,Ohio Valley Waste Service Inc,92.5925925925926,constrained,OHMAH - 95 Karago Ave,OHMAH - 95 Karago Ave
OHIO VALLEY WASTE SVC INC,Ohio Valley Waste Service Inc,92.5925925925926,global,OHMAH Recycling,
"Haullon PETE & PETE CONTAINER SERVICE, INC.","Pete & Pete Container Service, Inc",88.57142857142857,global,OHMHI - 18401 Sheldon Rd,OHMHI - 18401 Sheldon Rd
Wastedlogy,Wasteology,90.0,global,OHMHI - 18401 Sheldon Rd,OHMHI - 18401 Sheldon Rd
Royal Oak Recycling - Cleveland,Royal Oak Recycling,79.16666666666666,constrained,OHMID - 17940 Englewood Dr,OHMID - 17940 Englewood Dr
Royyal Oak Recycling,Royal Oak Recycling,97.43589743589743,constrained,OHMID - 17940 Englewood Dr,OHMID - 17940 Englewood Dr
A & L COMPACTION,"A&L Compaction, LLC",90.32258064516128,global,OHNBL,
PATTERSON SANITATION SERVICE,Patterson Sanitation,83.33333333333334,constrained,OHNBL - 16615 Deshler Rd,OHNBL - 16615 Deshler Rd
"Metalico Youngstown, Inc.",Metalico-Youngstown,87.8048780487805,global,OHTRU,
Metalico Youngstown,Metalico-Youngstown,97.2972972972973,constrained,OHTRU - 800 Trumbull Ave,OHTRU - 800 Trumbull Ave
"Ohio Valley Waste Service, Inc.",Ohio Valley Waste Service Inc,100.0,constrained,OHTRU - 800 Trumbull Ave,OHTRU - 800 Trumbull Ave
KING Dumpsters,King Dumpsters,100.0,global,OHWAD - 478 Corporate Pkwy,OHWAD - 478 Corporate Pkwy
DUMPSTER RENTAL,Ana's Dumpster Rental,85.71428571428572,global,OHWIM,
BIG REDS DUMPSTER RENTAL,Big Reds Dumpster Rental,100.0,global,OHWIM - 2500 US-68,OHWIM - 2500 US-68
M&B Contracting LP,M&B Contracting,90.32258064516128,global,OKALT,
City of Durant,City of Durant,100.0,constrained,OKDUR - 782 Country Club Rd,OKDUR - 782 Country Club Rd
Horn Sanitation Inc,"Horn Sanitation, Inc",100.0,constrained,OKLAW - 664 SW Bishop Rd,OKLAW - 664 SW Bishop Rd
"Horn Sanitation, Inc.","Horn Sanitation, Inc",100.0,constrained,OKLAW - 664 SW Bishop Rd,OKLAW - 664 SW Bishop Rd
J & T Environmental Fleet Services,J&T Environmental Fleet Services,95.23809523809523,constrained,OKLAW - 664 SW Bishop Rd,OKLAW - 664 SW Bishop Rd
"LIBERTY DISPOSAL, INC.",Liberty Disposal - OK,82.05128205128204,constrained,OKOKL - 901 S Portland Ave,OKOKL - 901 S Portland Ave
"LIBERTY DISPOSAL, INC. OK, KS, CO",Liberty Disposal - OK,79.16666666666666,constrained,OKOKL - 901 S Portland Ave,OKOKL - 901 S Portland Ave
"Waste Connections of Oklahoma, Inc",Waste Connections - Oklahoma,88.13559322033898,constrained,OKOKM - 6300 Air Cargo Rd,OKOKM - 6300 Air Cargo Rd
A1 Porta Potrty,A1 Porta Potty Llc,84.84848484848484,constrained,OKOLONA CHRISTIAN CHURCH,OKOLONA CHRISTIAN CHURCH
A1 Porta Potty,A1 Porta Potty Llc,87.5,constrained,OKOLONA CHRISTIAN CHURCH,OKOLONA CHRISTIAN CHURCH
Ponca City Utility Authority,Ponca City Utility Authority,100.0,constrained,OKPON - 1018 W Hartford Ave,OKPON - 1018 W Hartford Ave
City of Vinita,City of Vinita,100.0,global,OKVIN,
City of VINITA,City of Vinita,100.0,constrained,OKVIN - 440 Eastern State Hospital Rd,OKVIN - 440 Eastern State Hospital Rd
CITY OF BAXLEY,"City of Baxley, GA",90.32258064516128,global,OKVIN - 440 Eastern State Hospital Rd,OKVIN - 440 Eastern State Hospital Rd
"Harper Sanitation Service, Inc.","Harper Sanitation Service, Inc",100.0,constrained,OKWOO - 4231 1st St #2,OKWOO - 4231 1st St #2
Flood Brothers DIS,Flood Brothers,87.5,constrained,ORD01 - 2835 Bilter Rd,ORD01 - 2835 Bilter Rd
Floaters Portable Sanitation,Floaters Portable Sanitation,100.0,global,Ordner Construction,
"Satellite Shelters, Inc. - Dallas","Satelite Shelters, Inc",84.0,constrained,Ordner Construction - 200 N Central,Ordner Construction - 200 N Central
Floaters Portable,Floaters Portable Sanitation,75.55555555555556,constrained,Ordner Construction - 9600 San Jose Blvd,Ordner Construction - 9600 San Jose Blvd
Dash Mobile Storage,Dash Mobile Storage,100.0,constrained,Ordner Construction - Okeechobee FL,Ordner Construction - Okeechobee FL
Mid Florida Portable Toilet,Mid Florida Portable Toilet Services,85.71428571428572,constrained,Ordner Construction - Okeechobee FL,Ordner Construction - Okeechobee FL
Mid Florida Portable Toilet Service,Mid Florida Portable Toilet Services,98.59154929577466,constrained,Ordner Construction - Okeechobee FL,Ordner Construction - Okeechobee FL
Mid Florida Portable Toilet Services,Mid Florida Portable Toilet Services,100.0,constrained,Ordner Construction - Okeechobee FL,Ordner Construction - Okeechobee FL
Roll Of Chick,"Roll-Off Chick, LLC.",73.33333333333334,constrained,Ordner Construction - Okeechobee FL,Ordner Construction - Okeechobee FL
Roll Off Chick,"Roll-Off Chick, LLC.",70.96774193548387,constrained,Ordner Construction - Okeechobee FL,Ordner Construction - Okeechobee FL
Roll-Off Chck,"Roll-Off Chick, LLC.",82.75862068965517,constrained,Ordner Construction - Okeechobee FL,Ordner Construction - Okeechobee FL
Roll-Off Chick,"Roll-Off Chick, LLC.",86.66666666666667,constrained,Ordner Construction - Okeechobee FL,Ordner Construction - Okeechobee FL
"Fusion Site Services, LLC","L&L Site Services, Inc.",86.36363636363636,global,Ordner Construction - The Home Depot - Spring,Ordner Construction - The Home Depot - Spring
TEG Lease,Teg Lease,100.0,constrained,Ordner Construction - The Home Depot - Spring,Ordner Construction - The Home Depot - Spring
A-1 Little John Inc.,A1 Little John Inc,100.0,constrained,Ordner Constrution - The Home Depot - Celina,Ordner Constrution - The Home Depot - Celina
RAHN SAN,Rahn Sanitary,76.19047619047619,constrained,ORENT - 205 Fish Hatchery,ORENT - 205 Fish Hatchery
Rahn Sanitary,Rahn Sanitary,100.0,constrained,ORENT - 205 Fish Hatchery,ORENT - 205 Fish Hatchery
RAHN SANITARY SERVICE,Rahn Sanitary,76.47058823529412,constrained,ORENT - 205 Fish Hatchery,ORENT - 205 Fish Hatchery
Wessco Waste & Recycling Equipment,Wessco Waste & Recycling Equipment,100.0,global,ORHLL,
Garbarino Disposal & Recycling,Garbarino Disposal,78.26086956521739,constrained,ORHLL - 7230 NE Century Blvd,ORHLL - 7230 NE Century Blvd
NORTH BEND SANITATION SERVICE A WASTE CONNECTIONS COMPANY,Waste Connections - North Bend Sanitation Service,90.38461538461539,constrained,ORNBE - 1660 Cessna Cir,ORNBE - 1660 Cessna Cir
NORTH BEND SANITATION SERVICE,Waste Connections - North Bend Sanitation Service,76.31578947368422,constrained,ORNBE - 1660 Cessna Cir,ORNBE - 1660 Cessna Cir
Thomspson's Sanitary Services,THOMPSON'S SANITARY SERVICE,96.2962962962963,constrained,ORNPT - 7480 NE Avery St,ORNPT - 7480 NE Avery St
Pendleton Sanitary,Pendleton Sanitary,100.0,global,ORPEN,
Arrow Sanitary Service,Waste Connections - Arrow Sanitary Service,70.96774193548387,constrained,ORPON - 5550 N Basin Ave,ORPON - 5550 N Basin Ave
Oregon Recycling LLC,"Oregon Recycling, LLC",100.0,global,ORPOR - 6707 N Basin Ave,ORPOR - 6707 N Basin Ave
"Oregon Recycling, LLC","Oregon Recycling, LLC",100.0,global,ORPOR Conveyor,
Winston Sanitary Services,WINSTON SANITARY SERVICE,97.95918367346938,constrained,ORROS - 4429 Old Hwy 99 S,ORROS - 4429 Old Hwy 99 S
SANITARY\nCITY SANITARY SERVICE,City Sanitary Service,78.43137254901961,constrained,ORTLM - 5255 Long Prairie Rd,ORTLM - 5255 Long Prairie Rd
"Compaction And Recycling Equipment, Inc.","Compaction and Recycling Equipment, Inc",100.0,constrained,ORTUA - 10800 SW Manhasset Dr,ORTUA - 10800 SW Manhasset Dr
"Recycling Equipment, Inc.","Compaction and Recycling Equipment, Inc",75.40983606557377,constrained,ORTUA - 10800 SW Manhasset Dr,ORTUA - 10800 SW Manhasset Dr
Tiger Trash,TIGER TRASH,100.0,constrained,PA300 - 300 Quality Cir,PA300 - 300 Quality Cir
SOLOMON CONTAINER SERVICE,SOLOMON CONTAINER SERVICES,98.0392156862745,constrained,PA6-580-1 Fleet Way-Scranton,PA6-580-1 Fleet Way-Scranton
Chrin Hauling,CHRIN HAULING,100.0,constrained,PA7-104-3300 Lehigh St,PA7-104-3300 Lehigh St
G2 Revolution,G2 Revolution,100.0,constrained,PA7-110-Catasauqua Rd/Pennsylvania A,PA7-110-Catasauqua Rd/Pennsylvania A
J.P. Mason,J.P. Mascaro,77.77777777777779,constrained,PA7-140-Cybus,PA7-140-Cybus
J & K Trash,J & S Trash,88.88888888888889,global,PA7-162-101 West Baltimore Pike,PA7-162-101 West Baltimore Pike
J&K Trash Removal,"J&K Trash Removal, Inc",88.88888888888889,constrained,PA7-162-101 West Baltimore Pike,PA7-162-101 West Baltimore Pike
"Trash Removal, Inc","J&K Trash Removal, Inc",91.89189189189189,constrained,PA7-162-101 West Baltimore Pike,PA7-162-101 West Baltimore Pike
MCCULLOUGH RUBBISH,"McCullough Rubbish Removal, Inc.",75.0,constrained,PA7-171-1975 Street Rd,PA7-171-1975 Street Rd
"J& Trash Removal, Inc.","J&K Trash Removal, Inc",97.43589743589743,constrained,PA7-219-405 Fayette St,PA7-219-405 Fayette St
J.P. Mascaro,J.P. Mascaro,100.0,constrained,PA7-223-890 S Valley Forge Rd,PA7-223-890 S Valley Forge Rd
J&K Trash Removal Inc,"J&K Trash Removal, Inc",100.0,global,PA7-239 -69th Street,
"J & K Trash Removal, Inc","J&K Trash Removal, Inc",97.5609756097561,constrained,PA7-239-69th Street Station,PA7-239-69th Street Station
McCullough Rubbish,"McCullough Rubbish Removal, Inc.",75.0,constrained,PA7-254-Feasterville-Trevose Relo,PA7-254-Feasterville-Trevose Relo
VOGEL DISPOSAL SERVICE,VOGEL DISPOSAL SERVICE,100.0,constrained,PA7-272-Cranberry,PA7-272-Cranberry
Fayette Waste LLC,FAYETTE WASTE,86.66666666666667,constrained,PA7-273-Clairton AC,PA7-273-Clairton AC
SHANK WASTE SERVICE INC,SHANK WASTE SERVICE,90.47619047619048,constrained,PA7-291 Monroeville,PA7-291 Monroeville
TRI-COUNTY INDUSTRIES INC,TRI-COUNTY INDUSTRIES,90.9090909090909,constrained,PA9-395-Hermitage PA,"PA9-395-Hermitage, PA"
VALLEY WASTE SERVICE INC.,ValleyWaste Service,88.37209302325581,constrained,PAALI - 799 Duquesne Ave,PAALI - 799 Duquesne Ave
"JOSEPH J. BRUNNER, INC.",Joseph J. Brunner Inc,100.0,constrained,PABEA - 1821 Beaver Ave,PABEA - 1821 Beaver Ave
ZAMPOGNA INC.,Zampogna Inc,100.0,global,PABEA - 1821 Beaver Ave,PABEA - 1821 Beaver Ave
TIGER TRASH,TIGER TRASH,100.0,global,PACAS,
RESOURCES CORPORATION,AMG Resources Corporation,91.30434782608697,global,PADUB,
PRO WASTE SERVICES INC.,PRO WASTE SERVICES,90.0,constrained,PAERI - 2200 W 50th St,PAERI - 2200 W 50th St
PRO WASTE SERVICES INC,PRO WASTE SERVICES,90.0,constrained,PAERI - 2200 W 50th St,PAERI - 2200 W 50th St
Pro Waste Services Inc.,PRO WASTE SERVICES,90.0,constrained,PAERI - 2200 W 50th St,PAERI - 2200 W 50th St
EAGLE EQUIPMENT CORPORATION,Eagle Equipment Corp,85.1063829787234,global,PAEST - 1620 Van Buren Rd,PAEST - 1620 Van Buren Rd
ZAMPOGNA LLC,Zampogna Inc,83.33333333333334,constrained,PAFDM - 114 Tri County Drive,PAFDM - 114 Tri County Drive
"GARBAGE SERVICE, Inc",PARK'S GARBAGE SERVICE,80.0,constrained,PAGET - 980 Old Harrisburg Rd,PAGET - 980 Old Harrisburg Rd
"PARK'S GARBAGE SERVICE, Inc",PARK'S GARBAGE SERVICE,91.30434782608697,constrained,PAGET - 980 Old Harrisburg Rd,PAGET - 980 Old Harrisburg Rd
Graybill Equipment,Graybill Equipment,100.0,global,PAHAR Recycling,
GRAYBILL EQUIPMENT &,Graybill Equipment,100.0,global,PAHAR Recycling,
"WASTE MANAGEMENT OF WISCONSIN, INC.",Waste Management - Wisconsin,88.13559322033898,global,PAIND - 1849 S 6th St,PAIND - 1849 S 6th St
"PENN WASTE, INC","Penn Waste, Inc.",100.0,global,PALAN - 1155 Enterprise Rd,PALAN - 1155 Enterprise Rd
"WASTE CONNECTIONS PENN WASTE, INC",WASTE CONNECTIONS - PENN WASTE,93.33333333333333,constrained,PALAN - 1155 Enterprise Rd,PALAN - 1155 Enterprise Rd
Cocolamus Creek Disposal,COCOLAMUS CREEK DISPOSAL SERVICE,85.71428571428572,constrained,PALEW - 145 Royal St,PALEW - 145 Royal St
Cocolamus Creek Disposal Service,COCOLAMUS CREEK DISPOSAL SERVICE,100.0,constrained,PALEW - 145 Royal St,PALEW - 145 Royal St
AMG RESOURCES CORPORATION,AMG Resources Corporation,100.0,constrained,PAMEA - 11329 Baco Rd,PAMEA - 11329 Baco Rd
Aiken Refuse,AIKEN REFUSE,100.0,constrained,PANCA - PA-18 & Johnston Rd,PANCA - PA-18 & Johnston Rd
Fayette Waste,FAYETTE WASTE,100.0,constrained,PANST - 521 N Center Ave,PANST - 521 N Center Ave
"Salan alandro's Refuse, Inc.","SALANDROS REFUSE, INC",71.11111111111111,constrained,PANST Peak 2023 PO# 21330369,PANST Peak 2023 PO# 21330369
Salandro's Refuse,"SALANDROS REFUSE, INC",88.88888888888889,constrained,PANST Peak 2023 PO# 21330369,PANST Peak 2023 PO# 21330369
American Disposal Systems,American Disposal Systems-NJ,96.15384615384616,constrained,PAPHI - 15 E Oregon Ave,PAPHI - 15 E Oregon Ave
AMERICAN\nDISPOSAL,American Disposal Services,74.4186046511628,constrained,PAPHI - 15 E Oregon Ave,PAPHI - 15 E Oregon Ave
Weiner IRON & METAL CORPORATION Member,WEINER IRON AND METAL CORPORATION,84.05797101449275,constrained,PAPOT - 1 International Dr,PAPOT - 1 International Dr
Weiner IRON & METAL CORPORATION\nMember,WEINER IRON AND METAL CORPORATION,84.05797101449275,constrained,PAPOT - 1 International Dr,PAPOT - 1 International Dr
AG Logistics Group,AG Logistics Group,100.0,global,PATWN,
Breezy Hollow Enterprises LLC,Breezy Hollow Enterprises LLC,100.0,global,PATWN,
Breezy Hollow Enterprises,Breezy Hollow Enterprises LLC,92.5925925925926,constrained,PATWN - 2110 N Union St,PATWN - 2110 N Union St
"Vogel 0 DISPOSAL SERVICE, INC.",VOGEL DISPOSAL SERVICE,88.0,constrained,PAW-147-Wexford,PAW-147-Wexford
Lexington - Fayette Urban County Government,Lexington-Fayette Urban County Government,81.4814814814815,constrained,PEDDLERS MALL - LEXINGTON,PEDDLERS MALL - LEXINGTON
"RECYCLING, INC","R&R Recycling, Inc",89.65517241379311,global,Pickles Butte S Landfill,
Salt River Pima Maaricopa Indian Community,SRPMIC - Salt River Pima-Maricopa Indian Community Public Works,78.43137254901961,constrained,Pima Rd - Scottsdale AZ (F),Pima Rd - Scottsdale AZ (F)
Salt River Pima-Maricopa Indian Community,SRPMIC - Salt River Pima-Maricopa Indian Community Public Works,80.0,constrained,Pima Rd - Scottsdale AZ (F),Pima Rd - Scottsdale AZ (F)
CITY OF QUINCY,"City of Quincy, WA",90.32258064516128,constrained,PNW1 - 1025 D Street NW,PNW1 - 1025 D Street NW
Quincy\nRECYCLE,Quiny Recycle,88.88888888888889,constrained,PREMIER PACKAGING - INDIANAPOLIS - 5055,PREMIER PACKAGING - INDIANAPOLIS - 5055
Waste Managemant,Waste Management - AL,85.71428571428572,global,PROLIFT,
SAGE Disposal,"Sage Disposal, LLC",86.66666666666667,constrained,QED LOVELAND BRANCH 8,QED LOVELAND BRANCH 8
Sage Dispsoal,"Sage Disposal, LLC",80.0,constrained,QED LOVELAND BRANCH 8,QED LOVELAND BRANCH 8
CAVE CREEK TRANSFER STATION - 4567,Republic Services Cave Creek Transfer Station,70.12987012987013,constrained,REDBOX - PHOENIX W - CAVE CREEK TRANSFER,REDBOX - PHOENIX W - CAVE CREEK TRANSFER
"COUNTRYSIDE LANDFILL, INC.","Waste Management - Countryside Landfill, Inc",73.84615384615385,constrained,REDBOX - SEWI - COUNTRYSIDE LANDFILL,REDBOX - SEWI - COUNTRYSIDE LANDFILL
Madison Materials,Madison Materials,100.0,constrained,REDBOX OC - MADISON MATERIALS,REDBOX OC - MADISON MATERIALS
